State,stateFIPS,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04
SD,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,5,5,7,7,7,8,9,9,9,10,11,11,11,13,17,21,21,21,21,24,29,31,31,34,34,34,39,39,43,44,44,44,44,44,46,48,50,50,50,50,50,54,54,59,60,60,62,62,62,64,65,65,65,65,68,69,73,74,75,75,75,77,78,78,81,81,81,81,83,84,87,88,91,91,91,91,93,93,97,97,97,97,98,98,101,107,109,109,109,109,111,115,116,116,118,118,118,119,121,122,122,123,123,123,129,129,130,134,135,135,136,137,141,144,146,146,146,146,146,148,150,152,153,153,154,155,157,159,159,161,161,161,162,162,165,167,167,167,167,169,169,170,173,173,173,173,173,177,177,183,184,184,184,192,193,198,200,202,202,202,202,210,216,218,218,218,223,223,236,237,248,248,248,248,248,272,277,286,286,288,288,291,304,307,315,323,323,330,333,347,356,366,375,375,375,384,403,415,425,437,438,446,460,482,510,523,536,537,540,567,567,568,621,644,644,644,674,705,741,741,819,819,821,849,849,888,942,943,946,948,994,1032,1063,1090,1109,1109,1110,1147,1177,1210,1243,1259,1259,1261,1300,1301,1329,1350,1361,1381,1381,1381,1381,1381,1381,1381,1446,1446,1464,1488,1488,1501,1513,1513,1513,1519,1543,1556,1570,1584,1584,1584,1604,1614,1629,1633,1656,1667,1667,1667,1673,1684,1696,1705,1705,1705,1739,1762,1767,1775,1778,1777,1779,1782,1782
TN,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,3,3,4,10,13,23,30,36,42,44,63,69,79,93,97,100,100,108,123,133,139,141,144,147,151,156,165,168,168,176,179,181,181,191,198,203,208,209,214,221,232,232,236,237,238,245,259,268,282,285,290,293,296,300,305,309,311,325,332,334,338,348,351,355,360,360,363,375,382,395,404,413,414,417,429,431,436,461,465,467,475,485,490,501,507,516,518,523,534,548,558,568,577,577,585,597,601,611,625,628,637,644,654,676,698,711,726,729,735,755,772,786,804,827,833,837,860,876,910,923,949,952,962,985,1003,1017,1043,1051,1057,1074,1098,1125,1162,1181,1191,1199,1215,1252,1268,1291,1303,1322,1340,1361,1400,1428,1464,1522,1536,1541,1560,1600,1619,1643,1669,1694,1716,1720,1746,1761,1781,1806,1831,1834,1838,1864,1898,1956,1992,2034,2049,2066,2095,2121,2135,2167,2187,2189,2203,2230,2246,2282,2322,2342,2345,2356,2389,2423,2466,2482,2525,2541,2561,2584,2605,2666,2696,2724,2733,2739,2762,2791,2828,2837,2866,2872,2884,2913,2931,2971,3032,3056,3093,3119,3165,3198,3218,3295,3309,3309,3334,3406,3432,3461,3494,3539,3544,3557,3621,3707,3733,3799,3823,3841,3870,3939,3991,4066,4142,4142,4204,4239,4305,4387,4439,4449,4460,4471,4513,4554,4606,4698,4786,4815,4855,4920,5017,5078,5147,5231,5302,5365,5441,5509,5561,5729,5842,5842,5947,6009,6141,6249,6294,6294,6308,6375,6444,6566,6663,6760,6760,6817,6868,7001,7096,7100,7315,7438,7524,7603,7681,7824,7949,8029,8104,8149,8186,8224,8264,8556,8684,8777,8819,8859,8970,9162,9316,9417,9417,9574,9650,9753,9900,10033,10202
TX,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,5,5,5,9,10,15,21,23,30,35,39,50,64,77,90,107,127,141,155,178,199,226,254,271,271,318,364,393,428,453,477,495,516,543,560,592,622,646,662,689,731,781,815,846,866,883,906,946,972,1003,1048,1087,1098,1131,1157,1215,1271,1304,1334,1344,1366,1415,1437,1478,1503,1516,1524,1532,1557,1597,1623,1645,1669,1675,1695,1731,1764,1785,1814,1826,1832,1853,1885,1920,1937,1955,1974,1981,2028,2061,2104,2138,2162,2178,2188,2216,2244,2292,2324,2366,2393,2403,2424,2481,2525,2575,2608,2637,2655,2715,2813,2918,3013,3112,3192,3235,3322,3432,3561,3735,3865,3958,4020,4151,4348,4521,4717,4885,5038,5711,5875,6188,6272,6567,6835,6835,7014,7259,7495,7801,8094,8341,8457,8488,8708,9031,9285,9598,9836,9979,10030,10246,10553,10787,11045,11259,11363,11388,11569,11798,12063,12259,12413,12503,12529,12673,12862,13083,13223,13400,13464,13484,13545,13684,13845,13989,14135,14182,14203,14335,14470,14582,14705,14840,14885,14909,14986,15121,15259,15356,15477,15514,15525,15596,15703,15815,15887,15984,16017,16025,16103,16222,16326,16424,16518,16549,16550,16614,16709,16803,16894,16975,17005,17013,17078,17192,17277,17366,17447,17495,17505,17586,17691,17809,17924,18013,18065,18085,18182,18308,18440,18576,18687,18730,18752,18850,18991,19134,19307,19454,19543,19563,19680,19870,20097,20281,20281,20541,20573,20736,20936,21141,21192,21294,21342,21364,21534,21742,21986,22241,22488,22580,22613,22794,23067,23310,23548,23785,23897,23923,24128,24380,24646,24646,24646,24646,24646,25852,25886,26194,26394,26407,26458,26507,26748,27074,27422,27757,27852,27901,27955,28205,28205,28924,28924,29677,29863,29919,30205,30610,31036,31436,31817,32024,32070,32379,32829,33270,33692,34099,34307,34378,34685,35152,35623,35972,36303,36474,36522,36853,37271,37710
UT,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,4,4,6,6,6,7,7,12,12,12,12,16,17,17,17,18,19,21,23,25,28,28,32,34,35,35,41,41,41,45,45,46,46,49,50,50,55,57,60,60,67,67,67,72,74,74,74,77,79,79,79,88,90,90,94,94,96,99,102,104,106,106,106,110,110,114,114,118,118,119,122,124,125,129,136,136,136,140,142,146,148,151,151,153,153,158,158,159,161,161,161,162,166,167,170,175,175,177,184,188,194,195,200,205,206,206,217,224,225,226,232,232,232,242,250,258,263,265,266,273,278,284,291,296,302,303,306,313,319,321,326,326,327,336,349,351,353,360,363,363,365,369,378,378,378,386,386,390,396,400,403,407,407,407,407,409,409,414,415,420,422,423,424,427,430,431,433,433,435,435,437,437,437,440,440,441,443,444,444,448,448,453,453,453,460,460,474,475,475,483,489,500,504,508,513,513,524,524,530,531,539,541,544,547,552,558,563,567,567,568,573,579,585,591,595,598,606,606,619,624,631,646,654,655,659,671,677,685,700,709,714,724,732,740,757,775,775,792,796,809,833,833,846,860,864,868,888,903,916,924,938,940,948,969,990,1011,1019,1038,1051,1063,1075,1099,1120,1138,1146,1150,1150,1150,1150,1150,1150,1150,1150,1221,1236,1255,1268,1271,1291,1294,1306,1312,1330,1360,1381,1390,1390,1397,1422,1445,1459,1473,1484,1487,1492,1504,1518,1548,1572,1584,1597,1599,1615,1621,1621,1657,1665,1667,1670,1688,1700,1700
VT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,5,5,6,6,6,8,8,8,8,8,8,8,10,10,10,23,23,23,23,24,26,27,28,29,34,34,36,36,37,39,39,42,43,45,45,46,46,46,48,49,50,52,52,52,52,53,53,53,53,53,53,53,53,53,53,54,54,54,54,54,54,54,54,54,54,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,57,57,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,59,59,59,59,59,59,59,59,59,59,59,60,61,62,62,63,63,64,64,64,67,67,67,69,72,74,75,77,79,79,81,85,86,89,93,95,95,96,100,105,105,107,108,111,111,112,117,120,120,121,127,129,130,134,136,136,139,140,144,149,149,155,156,156,156,156,158,158,162,163,163,163,163,163,165,168,169,170,170,171,171,172,172,172,173,174,175,176,179,181
VA,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,3,6,6,9,13,14,17,22,25,27,34,41,45,49,51,54,63,74,108,119,129,139,147,153,195,208,230,257,276,298,322,348,372,436,436,436,459,492,521,552,581,617,661,685,714,714,770,812,828,840,850,890,927,954,977,1002,1009,1014,1041,1074,1098,1133,1158,1170,1204,1229,1275,1330,1352,1364,1369,1384,1400,1420,1436,1446,1453,1464,1470,1487,1506,1515,1528,1536,1540,1545,1564,1575,1582,1599,1604,1608,1617,1640,1657,1673,1700,1724,1732,1740,1763,1786,1816,1845,1848,1853,1853,1881,1905,1958,1962,1966,1968,1977,1992,2007,2013,2025,2027,2027,2031,2048,2051,2054,2067,2075,2082,2082,2095,2125,2141,2174,2215,2218,2218,2244,2274,2299,2317,2322,2326,2327,2344,2352,2363,2370,2381,2381,2385,2396,2410,2427,2436,2443,2467,2471,2494,2515,2527,2550,2568,2569,2580,2612,2641,2652,2662,2677,2678,2684,2686,2697,2708,2711,2722,2724,2743,2839,2884,2920,2949,2990,3015,3021,3060,3089,3113,3136,3144,3159,3172,3187,3208,3225,3250,3270,3273,3276,3291,3303,3328,3344,3354,3358,3361,3372,3381,3388,3408,3422,3433,3457,3485,3515,3524,3539,3578,3579,3565,3587,3601,3620,3625,3638,3640,3643,3649,3662,3671,3677,3697,3700,3706,3717,3733,3751,3774,3787,3788,3798,3827,3855,3891,3907,3907,3935,3939,3973,4003,4023,4038,4051,4055,4059,4087,4107,4142,4158,4194,4197,4205,4258,4280,4334,4369,4409,4411,4413,4467,4505,4598,4643,4642,4649,4652,4703,4760,4790,4818,4835,4852,4861,4920,4983,5029,5079,5115,5121,5130,5190,5191,5275,5312,5381,5383,5393,5477,5551,5625,5655,5704,5728,5737,5797,5861,5940,6002,6079,6078,6081,6174,6228,6308,6379,6449,6464,6474,6517,6575,6650
WA,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,10,11,13,16,19,23,24,29,31,37,40,42,48,52,66,74,83,93,94,109,122,128,142,167,184,194,217,221,251,264,287,309,338,372,394,420,446,474,491,508,508,541,567,583,603,624,634,652,681,692,710,722,737,749,764,785,800,813,822,829,833,840,861,869,890,904,920,930,944,961,973,982,990,998,1000,1001,1030,1036,1044,1050,1050,1061,1070,1078,1095,1106,1111,1118,1118,1123,1129,1135,1138,1149,1153,1157,1161,1176,1189,1194,1203,1212,1216,1218,1223,1224,1243,1253,1263,1268,1274,1283,1292,1299,1304,1310,1310,1320,1332,1339,1342,1352,1354,1359,1369,1384,1394,1409,1424,1424,1437,1398,1403,1420,1427,1433,1444,1447,1453,1464,1467,1481,1495,1494,1501,1518,1548,1555,1564,1564,1590,1593,1601,1616,1621,1649,1669,1669,1686,1695,1714,1721,1734,1753,1762,1776,1781,1806,1820,1832,1846,1853,1859,1863,1872,1876,1885,1901,1901,1901,1911,1926,1931,1939,1948,1949,1949,1949,1949,1974,1981,1987,1987,1987,2002,2011,2016,2027,2031,2031,2031,2031,2065,2077,2077,2094,2094,2095,2096,2120,2121,2125,2139,2139,2138,2153,2160,2173,2179,2187,2187,2187,2187,2199,2215,2225,2230,2235,2235,2254,2279,2283,2286,2293,2283,2293,2317,2333,2345,2355,2362,2362,2362,2374,2396,2410,2424,2434,2434,2434,2455,2476,2476,2507,2511,2511,2511,2540,2563,2584,2596,2610,2610,2610,2644,2677,2692,2692,2692,2692,2692,2757,2781,2807,2820,2829,2829,2829,2829,2833,2837,2839,2876,2876,2876,2912,2950,2876,2876,2876,3101,3100,3102,3128,3128,3181,3128,3128,3128,3101,3101,3093,3093,3093,3183,3439,3478,3537,3537,3630,3630,3630,3630,3694,3694,3694,3869,3869,3839,3838,3858,3859,3859,4065,4114,4114,4114,4148,4167,4211,4243,4285,4285,4285,4318,4316,4388,4416
WV,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,4,4,4,5,5,6,8,9,10,12,13,16,18,20,26,26,29,31,31,33,34,37,38,40,44,46,49,49,49,49,50,50,51,52,53,56,57,58,61,63,64,66,67,67,68,70,71,71,71,71,73,73,73,73,73,73,75,77,78,79,84,84,84,84,84,85,86,88,88,88,88,88,88,88,88,88,89,90,92,92,92,92,93,93,93,93,93,93,93,94,95,95,95,95,95,95,96,96,97,97,98,99,100,100,100,100,101,101,103,103,103,103,106,109,112,115,116,116,117,117,124,124,124,127,131,139,141,147,153,153,157,160,160,160,164,166,166,170,176,178,179,187,190,199,202,212,213,214,222,230,237,243,243,246,247,250,254,257,263,265,266,275,275,290,294,297,308,310,312,317,319,325,330,332,334,337,345,350,353,355,357,358,361,364,369,370,376,381,382,385,387,391,393,396,399,399,399,408,413,418,422,422,423,424,429,432,439,447,453,453,454,469,472,480,487,501,502,530,546,553,555,565,573,582,585,598,612,622,638,638,660,664,677,689,712,712,718,729,735,758,777,785,794,829,838,841,870,901,921,938,966,968,978,1012,1039,1071,1091,1122,1128,1128,1128,1128,1128,1128,1128,1128,1263,1284,1318,1338,1361,1373,1376,1396,1442,1481,1518,1554,1570,1582,1594,1634,1671,1702,1733,1761,1776,1784,1814,1834,1848,1855,1872,1894,1899,1928,1952,1983,2006,2015,2024,2028,2031,2058,2080
WI,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,5,5,6,8,12,13,13,14,16,24,31,37,56,68,77,92,99,111,128,137,144,144,169,181,197,205,211,220,230,242,246,257,262,266,272,281,300,308,316,326,334,339,340,353,362,374,384,398,400,409,418,421,434,445,452,452,458,467,481,487,496,507,510,513,516,539,550,568,588,592,595,607,616,626,633,645,646,646,661,670,681,688,691,692,694,702,712,719,729,743,743,744,749,757,765,766,777,777,777,784,786,793,796,796,796,796,805,807,809,814,821,820,820,826,827,831,833,843,844,846,859,865,878,878,891,892,893,906,911,919,934,947,948,949,961,970,978,990,996,998,998,1006,1011,1018,1025,1038,1039,1039,1048,1060,1067,1068,1081,1081,1081,1094,1100,1111,1113,1119,1122,1122,1130,1142,1146,1153,1168,1168,1168,1168,1183,1193,1197,1209,1210,1210,1210,1228,1231,1238,1241,1242,1244,1251,1259,1265,1274,1281,1281,1283,1300,1327,1347,1353,1372,1377,1381,1399,1415,1424,1440,1458,1465,1474,1508,1536,1553,1574,1574,1574,1574,1574,1574,1574,1574,1770,1778,1785,1849,1894,1942,1970,2029,2045,2050,2100,2155,2194,2256,2301,2312,2329,2395,2450,2515,2573,2624,2637,2649,2739,2792,2863,2951,2951,3005,3010,3114,3178,3239,3256,3284,3306,3312,3415,3497,3555,3617,3699,3715,3734,3804,3887,3942,3989,4039,4054,4066,4121,4195,4253,4313,4399,4417,4425,4544,4614,4674,4679,4682,4691,4711,4783,4817,4858,4868,4869,4875,4884,4977,4979,5077,5119,5155,5157,5162,5211,5248,5289,5322,5449,5450,5469,5512,5562,5607,5643,5684,5688,5698,5753,5787,5811,5860,5892,5896,5897,5937,5951,5992
WY,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,10,10,11,12,12,12,12,12,13,14,15,15,15,15,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,22,22,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,26,25,25,26,26,26,26,27,27,27,27,27,27,27,27,28,28,31,32,32,32,35,37,37,37,37,37,37,37,37,37,37,41,41,41,42,42,42,42,42,42,42,42,42,42,46,42,45,45,49,49,49,49,49,49,50,50,50,50,50,50,50,53,53,53,53,53,53,53,53,53,53,53,54,57,57,57,57,57,57,57,61,61,61,68,68,68,77,77,77,87,87,87,87,87,93,104,104,104,104,104,113,123,123,123,123,123,123,140,149,149,164,164,164,164,202,202,215,215,215,215,215,215,230,230,230,257,257,257,280,280,299,299,321,321,321,321,328,328,351,351,351,351,351,351,351,351,351,351,351,405,405,405,438,438,438,438,438,464,464,489,489,489,489,489,522,522,522,522,522,522,522,522,550,550,571,571,571,571,596,596,596,596,596,596,596,624,624,624
CT,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,5,8,10,12,19,21,27,33,34,36,67,83,110,132,164,188,206,274,333,378,444,489,550,598,667,866,969,1034,1083,1123,1327,1419,1535,1631,1759,1858,1923,2010,2085,2165,2253,2337,2435,2493,2553,2631,2716,2794,2871,2929,2964,3005,3038,3120,3216,3282,3336,3406,3446,3469,3526,3579,3635,3672,3693,3742,3767,3800,3826,3868,3912,3942,3942,3972,3989,4007,4038,4055,4071,4084,4094,4118,4146,4159,4186,4200,4203,4209,4219,4226,4238,4251,4260,4263,4277,4287,4298,4307,4311,4316,4320,4322,4324,4326,4335,4335,4335,4338,4338,4343,4348,4348,4348,4348,4369,4372,4380,4389,4396,4396,4396,4406,4406,4406,4410,4413,4413,4413,4418,4423,4425,4431,4432,4432,4432,4437,4437,4437,4437,4441,4441,4441,4444,4444,4450,4450,4453,4453,4453,4456,4456,4457,4458,4460,4460,4460,4460,4463,4463,4465,4465,4465,4465,4465,4466,4467,4468,4468,4468,4468,4468,4474,4474,4478,4480,4480,4480,4485,4485,4487,4488,4492,4492,4492,4494,4496,4497,4499,4501,4501,4501,4503,4505,4508,4511,4513,4513,4513,4517,4521,4522,4527,4530,4530,4530,4532,4533,4537,4540,4542,4542,4542,4554,4559,4567,4569,4577,4577,4577,4588,4595,4604,4609,4615,4615,4615,4626,4635,4645,4655,4670,4670,4670,4696,4707,4716,4725,4737,4737,4737,4759,4771,4784,4805,4828,4828,4828,4871,4881,4926,4926,4961,4961,4961,5018,5039,5091,5110,5145,5145,5145,5224,5242,5285,5326,5362,5362,5362,5443,5465,5506,5552,5581,5581,5581,5674,5703,5735,5791,5791,5791,5791,5903,5924,5964,5995,5995,6099,6099,6168,6192,6192,6286,6323,6323,6323,6415,6447,6532,6549,6589,6589,6589,6664,6677,6726,6774,6819,6819,6819,6911,6934,6976,7020,7046,7046,7046,7119,7133,7157,7185
DE,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,7,10,11,12,14,14,14,15,16,19,23,32,33,35,35,43,46,52,61,67,67,72,82,89,92,100,112,120,125,137,144,152,159,168,177,182,187,193,202,202,202,202,223,236,246,259,270,285,289,296,303,309,316,321,323,325,331,335,344,345,356,361,366,368,373,375,385,388,390,398,398,410,413,414,414,419,422,423,424,426,431,433,434,435,435,504,505,507,507,507,507,507,508,509,510,512,512,512,512,514,515,517,516,515,515,515,521,521,521,523,523,523,523,525,527,529,578,579,579,579,581,581,581,583,585,585,585,587,587,587,588,590,591,591,591,591,593,593,593,593,593,593,595,595,600,600,600,604,603,604,604,604,604,604,605,605,606,606,606,608,609,609,609,609,613,613,613,615,617,618,619,619,620,621,621,627,628,629,630,631,633,633,634,635,636,636,642,645,645,645,646,649,651,651,653,654,656,659,661,661,662,665,665,668,668,670,674,677,681,683,685,688,689,695,703,709,710,711,712,712,716,716,716,719,719,722,726,732,734,736,736,737,739,739,744,746,748,752,754,758,759,762,763,769,771,774,778,779,779,781,793,793,793,803,803,806,807,815,816,816,826,833,845,854,858,862,869,871,884,889,891,894,895,898,898,921,926,930,930,930,937,947,947,949,957,969,972,986,991,994,995,1002,1016,1016,1016,1021,1026,1027,1027,1036,1041,1049,1065,1072,1075,1078,1081,1090,1101,1108,1130,1135
